,Insult,Date,Comment,tokenized_sents,stemmed,replaced stemmed
1737,0,20120619002348Z,mm hmm thweetyxa0 whatever princess progressive,"['mm', 'hmm', 'thweetyxa0', 'whatever', 'princess', 'progressive']","['mm', 'hmm', 'thweetyxa0', 'whatev', 'princess', 'progress']","['mm', 'hmm', 'thweetyxa0', 'whatev', 'princess', 'progress']"
1738,0,20120611173720Z,no more government jobs no more subsidies no more health benefits no medicare social security etc,"['government', 'jobs', 'subsidies', 'health', 'benefits', 'medicare', 'social', 'security', 'etc']","['govern', 'job', 'subsidi', 'health', 'benefit', 'medicar', 'social', 'secur', 'etc']","['govern', 'job', 'subsidi', 'health', 'benefit', 'medicar', 'social', 'secur', 'etc']"
1739,1,20120612002235Z,another idi0t who did not rtfa,"['another', 'idi0t', 'rtfa']","['anoth', 'idi0t', 'rtfa']","['anoth', 'idi0t', 'rtfa']"
1740,1,20120503012622Z,youre a moron i cannot believe people are complaining about freedom of choice,"['youre', 'moron', 'believe', 'people', 'complaining', 'freedom', 'choice']","['your', 'moron', 'believ', 'peopl', 'complain', 'freedom', 'choic']","['your', 'moron', 'believ', 'peopl', 'complain', 'freedom', 'choic']"
1741,0,20120610091522Z,morcar you are hilariousnxa0nthe whole world was at war with the nazis and it took 6 years to defeat themxa0but u expect a small village full of farmers and the likes to have stopped themnxa0non what planet were you born,"['morcar', 'hilariousnxa0nthe', 'whole', 'world', 'war', 'nazis', 'took', '6', 'years', 'defeat', 'themxa0but', 'u', 'expect', 'small', 'village', 'full', 'farmers', 'likes', 'stopped', 'themnxa0non', 'planet', 'born']","['morcar', 'hilariousnxa0nth', 'whole', 'world', 'war', 'nazi', 'took', '6', 'year', 'defeat', 'themxa0but', 'u', 'expect', 'small', 'villag', 'full', 'farmer', 'like', 'stop', 'themnxa0non', 'planet', 'born']","['morcar', 'hilariousnxa0nth', 'whole', 'world', 'war', 'nazi', 'took', '6', 'year', 'defeat', 'themxa0but', 'you', 'expect', 'small', 'villag', 'full', 'farmer', 'like', 'stop', 'themnxa0non', 'planet', 'born']"
1742,0,20120620023238Z,what the fuck,['fuck'],['fuck'],['fuck']
1743,1,,i dont know your unsolicited advice  let me vent out my frustration before ixc2xa0cum into your mouth  you sound like freaakin faggot,"['dont', 'know', 'unsolicited', 'advice', 'let', 'vent', 'frustration', 'ixc2xa0cum', 'mouth', 'sound', 'like', 'freaakin', 'faggot']","['dont', 'know', 'unsolicit', 'advic', 'let', 'vent', 'frustrat', 'ixc2xa0cum', 'mouth', 'sound', 'like', 'freaakin', 'faggot']","['dont', 'know', 'unsolicit', 'advic', 'let', 'vent', 'frustrat', 'ixc2xa0cum', 'mouth', 'sound', 'like', 'freaakin', 'faggot']"
1744,0,20120611200137Z,dont be fooledthe girl is americannvan jones is an avowed communist and the other white guy following him up is an idiotan unemployed idiot i think,"['dont', 'fooledthe', 'girl', 'americannvan', 'jones', 'avowed', 'communist', 'white', 'guy', 'following', 'idiotan', 'unemployed', 'idiot', 'think']","['dont', 'fooledth', 'girl', 'americannvan', 'jone', 'avow', 'communist', 'white', 'guy', 'follow', 'idiotan', 'unemploy', 'idiot', 'think']","['dont', 'fooledth', 'girl', 'americannvan', 'jone', 'avow', 'communist', 'white', 'guy', 'follow', 'idiotan', 'unemploy', 'idiot', 'think']"
1745,0,20120610114533Z,good idea  use your money and go out and create a job,"['good', 'idea', 'use', 'money', 'go', 'create', 'job']","['good', 'idea', 'use', 'money', 'go', 'creat', 'job']","['good', 'idea', 'use', 'money', 'go', 'creat', 'job']"
1746,0,20120530024133Z,and your point is,['point'],['point'],['point']
1747,0,20120530020057Z,cbf is like otis from the andy griffith show,"['cbf', 'like', 'otis', 'andy', 'griffith', 'show']","['cbf', 'like', 'oti', 'andi', 'griffith', 'show']","['cbf', 'like', 'oti', 'andi', 'griffith', 'show']"
1748,0,20120611082112Z,nigga fuck u tbone nd who eva else come to chicago and yo ass gne be on a shirtswerve 075 hitsquad,"['nigga', 'fuck', 'u', 'tbone', 'nd', 'eva', 'else', 'come', 'chicago', 'yo', 'ass', 'gne', 'shirtswerve', '075', 'hitsquad']","['nigga', 'fuck', 'u', 'tbone', 'nd', 'eva', 'els', 'come', 'chicago', 'yo', 'ass', 'gne', 'shirtswerv', '075', 'hitsquad']","['nigga', 'fuck', 'you', 'tbone', 'nd', 'eva', 'els', 'come', 'chicago', 'you', 'ass', 'gne', 'shirtswerv', '075', 'hitsquad']"
1749,0,20120620123321Z,he goes on all the sites and spews hatred and tosses out challenges,"['goes', 'sites', 'spews', 'hatred', 'tosses', 'challenges']","['goe', 'site', 'spew', 'hatr', 'toss', 'challeng']","['goe', 'site', 'spew', 'hatr', 'toss', 'challeng']"
1750,1,20120610062627Z,so you fuck your 3 dogs your a sick fuuknby bitches i was talking about womennbut the point you just tried to make makes me want to fuk you up even more,"['fuck', '3', 'dogs', 'sick', 'fuuknby', 'bitches', 'talking', 'womennbut', 'point', 'tried', 'make', 'makes', 'want', 'fuk', 'even']","['fuck', '3', 'dog', 'sick', 'fuuknbi', 'bitch', 'talk', 'womennbut', 'point', 'tri', 'make', 'make', 'want', 'fuk', 'even']","['fuck', '3', 'dog', 'sick', 'fuuknbi', 'bitch', 'talk', 'womennbut', 'point', 'tri', 'make', 'make', 'want', 'fuk', 'even']"
1751,0,20120502230035Z,fk you mtv,"['fk', 'mtv']","['fk', 'mtv']","['fk', 'mtv']"
1752,1,20120619232634Z,you are disgusting  absolutely disgusting  there is a young woman clinging to life and you feel the need to pass judgement  judge not lest you be judged,"['disgusting', 'absolutely', 'disgusting', 'young', 'woman', 'clinging', 'life', 'feel', 'need', 'pass', 'judgement', 'judge', 'lest', 'judged']","['disgust', 'absolut', 'disgust', 'young', 'woman', 'cling', 'life', 'feel', 'need', 'pass', 'judgement', 'judg', 'lest', 'judg']","['disgust', 'absolut', 'disgust', 'young', 'woman', 'cling', 'life', 'feel', 'need', 'pass', 'judgement', 'judg', 'lest', 'judg']"
1753,0,20120515131351Z,why does your profile say corrupt media  and yet you post under fredddd,"['profile', 'say', 'corrupt', 'media', 'yet', 'post', 'fredddd']","['profil', 'say', 'corrupt', 'media', 'yet', 'post', 'fredddd']","['profil', 'say', 'corrupt', 'media', 'yet', 'post', 'fredddd']"
1754,1,20120620174615Z,drago you didnt buy ushers album you are obviously racist then you wont buy a black artists album because you dont like black people,"['drago', 'didnt', 'buy', 'ushers', 'album', 'obviously', 'racist', 'wont', 'buy', 'black', 'artists', 'album', 'dont', 'like', 'black', 'people']","['drago', 'didnt', 'buy', 'usher', 'album', 'obvious', 'racist', 'wont', 'buy', 'black', 'artist', 'album', 'dont', 'like', 'black', 'peopl']","['drago', 'didnt', 'buy', 'usher', 'album', 'obvious', 'racist', 'wont', 'buy', 'black', 'artist', 'album', 'dont', 'like', 'black', 'peopl']"
1755,0,,please stop the money going to pakistanalso please stop travel for british citizens to this destination unless vetted and okayed by the authorities they are free to come and go as they please back and forthalso i say ban the sending of money wire transfers back to that counrty from the ukyou only have to walk down the high streets of east london and you will see the amount of places where you can send money to there with no id needed,"['please', 'stop', 'money', 'going', 'pakistanalso', 'please', 'stop', 'travel', 'british', 'citizens', 'destination', 'unless', 'vetted', 'okayed', 'authorities', 'free', 'come', 'go', 'please', 'back', 'forthalso', 'say', 'ban', 'sending', 'money', 'wire', 'transfers', 'back', 'counrty', 'ukyou', 'walk', 'high', 'streets', 'east', 'london', 'see', 'amount', 'places', 'send', 'money', 'id', 'needed']","['pleas', 'stop', 'money', 'go', 'pakistanalso', 'pleas', 'stop', 'travel', 'british', 'citizen', 'destin', 'unless', 'vet', 'okay', 'author', 'free', 'come', 'go', 'pleas', 'back', 'forthalso', 'say', 'ban', 'send', 'money', 'wire', 'transfer', 'back', 'counrti', 'ukyou', 'walk', 'high', 'street', 'east', 'london', 'see', 'amount', 'place', 'send', 'money', 'id', 'need']","['pleas', 'stop', 'money', 'go', 'pakistanalso', 'pleas', 'stop', 'travel', 'british', 'citizen', 'destin', 'unless', 'vet', 'okay', 'author', 'free', 'come', 'go', 'pleas', 'back', 'forthalso', 'say', 'ban', 'send', 'money', 'wire', 'transfer', 'back', 'counrti', 'ukyou', 'walk', 'high', 'street', 'east', 'london', 'see', 'amount', 'place', 'send', 'money', 'id', 'need']"
1756,1,20120618210120Z,you are a friggin moron oh you didnt get the memo sorrynnyou are a friggin moron,"['friggin', 'moron', 'oh', 'didnt', 'get', 'memo', 'sorrynnyou', 'friggin', 'moron']","['friggin', 'moron', 'oh', 'didnt', 'get', 'memo', 'sorrynnyou', 'friggin', 'moron']","['friggin', 'moron', 'oh', 'didnt', 'get', 'memo', 'sorrynnyou', 'friggin', 'moron']"
1757,0,,xanax was her death blow xc2xa0that stuff is totally dangerous because you build a tolerance to it so quickly and if you stop abruptly you could d ie xc2xa0it is so insidious because you keep taking it more and more and it affects your memory to the point that you forget how much you took xc2xa0you take more because it loses its high effects yet its memory destroying effects get worse and you get to a point that you dont even know what you are doing anymore xc2xa0mix some serious partying in and you have a recipe for disaster xc2xa0she probably was so drunk and drugged that she didnt know how much xanax she took you can easily forget that you took a dose if you have been high on them for days went up to her room took another big dose which was the kil ler dose and the rest is historyxc2xa0,"['xanax', 'death', 'blow', 'xc2xa0that', 'stuff', 'totally', 'dangerous', 'build', 'tolerance', 'quickly', 'stop', 'abruptly', 'could', 'ie', 'xc2xa0it', 'insidious', 'keep', 'taking', 'affects', 'memory', 'point', 'forget', 'much', 'took', 'xc2xa0you', 'take', 'loses', 'high', 'effects', 'yet', 'memory', 'destroying', 'effects', 'get', 'worse', 'get', 'point', 'dont', 'even', 'know', 'anymore', 'xc2xa0mix', 'serious', 'partying', 'recipe', 'disaster', 'xc2xa0she', 'probably', 'drunk', 'drugged', 'didnt', 'know', 'much', 'xanax', 'took', 'easily', 'forget', 'took', 'dose', 'high', 'days', 'went', 'room', 'took', 'another', 'big', 'dose', 'kil', 'ler', 'dose', 'rest', 'historyxc2xa0']","['xanax', 'death', 'blow', 'xc2xa0that', 'stuff', 'total', 'danger', 'build', 'toler', 'quick', 'stop', 'abrupt', 'could', 'ie', 'xc2xa0it', 'insidi', 'keep', 'take', 'affect', 'memori', 'point', 'forget', 'much', 'took', 'xc2xa0you', 'take', 'lose', 'high', 'effect', 'yet', 'memori', 'destroy', 'effect', 'get', 'wors', 'get', 'point', 'dont', 'even', 'know', 'anymor', 'xc2xa0mix', 'serious', 'parti', 'recip', 'disast', 'xc2xa0sh', 'probabl', 'drunk', 'drug', 'didnt', 'know', 'much', 'xanax', 'took', 'easili', 'forget', 'took', 'dose', 'high', 'day', 'went', 'room', 'took', 'anoth', 'big', 'dose', 'kil', 'ler', 'dose', 'rest', 'historyxc2xa0']","['xanax', 'death', 'blow', 'xc2xa0that', 'stuff', 'total', 'danger', 'build', 'toler', 'quick', 'stop', 'abrupt', 'could', 'ie', 'xc2xa0it', 'insidi', 'keep', 'take', 'affect', 'memori', 'point', 'forget', 'much', 'took', 'xc2xa0you', 'take', 'lose', 'high', 'effect', 'yet', 'memori', 'destroy', 'effect', 'get', 'wors', 'get', 'point', 'dont', 'even', 'know', 'anymor', 'xc2xa0mix', 'serious', 'parti', 'recip', 'disast', 'xc2xa0sh', 'probabl', 'drunk', 'drug', 'didnt', 'know', 'much', 'xanax', 'took', 'easili', 'forget', 'took', 'dose', 'high', 'day', 'went', 'room', 'took', 'anoth', 'big', 'dose', 'kil', 'ler', 'dose', 'rest', 'historyxc2xa0']"
1758,0,20120515210605Z,youre really not helping your cause,"['youre', 'really', 'helping', 'cause']","['your', 'realli', 'help', 'caus']","['your', 'realli', 'help', 'caus']"
1759,0,20120514051325Z,because you are a hater,['hater'],['hater'],['hater']
1760,0,20120527194131Z,none really knows what obama is,"['none', 'really', 'knows', 'obama']","['none', 'realli', 'know', 'obama']","['none', 'realli', 'know', 'obama']"
1761,0,20120530065950Z,whoever had the aldasity to compare that quitter to jordan has to be born from 2003 on up never seen a champion at work,"['whoever', 'aldasity', 'compare', 'quitter', 'jordan', 'born', '2003', 'never', 'seen', 'champion', 'work']","['whoever', 'aldas', 'compar', 'quitter', 'jordan', 'born', '2003', 'never', 'seen', 'champion', 'work']","['whoever', 'aldas', 'compar', 'quitter', 'jordan', 'born', '2003', 'never', 'seen', 'champion', 'work']"
1762,1,20120610152945Z,foolish rube we blew 4 trillion already on that stupidity,"['foolish', 'rube', 'blew', '4', 'trillion', 'already', 'stupidity']","['foolish', 'rube', 'blew', '4', 'trillion', 'alreadi', 'stupid']","['foolish', 'rube', 'blew', '4', 'trillion', 'alreadi', 'stupid']"
1763,1,20120514050632Z,really than why are there over 30 states that are against gay marriage xa0get your shit straight libturd,"['really', '30', 'states', 'gay', 'marriage', 'xa0get', 'shit', 'straight', 'libturd']","['realli', '30', 'state', 'gay', 'marriag', 'xa0get', 'shit', 'straight', 'libturd']","['realli', '30', 'state', 'gay', 'marriag', 'xa0get', 'shit', 'straight', 'libturd']"
1764,0,20120618230214Z,i admit i like that freaky shit she talks about i fucking love it but its hard to get pass that face though,"['admit', 'like', 'freaky', 'shit', 'talks', 'fucking', 'love', 'hard', 'get', 'pass', 'face', 'though']","['admit', 'like', 'freaki', 'shit', 'talk', 'fuck', 'love', 'hard', 'get', 'pass', 'face', 'though']","['admit', 'like', 'freaki', 'shit', 'talk', 'fuck', 'love', 'hard', 'get', 'pass', 'face', 'though']"
1765,1,20120320170107Z,you dirty fucker,"['dirty', 'fucker']","['dirti', 'fucker']","['dirti', 'fucker']"
1766,0,20120619231552Z,betty white said the if you have balls your weakxa0 a vagina makes you strong because it keeps taking a beatingxa0 she is right you knowxa0 we should listen to our elders,"['betty', 'white', 'said', 'balls', 'weakxa0', 'vagina', 'makes', 'strong', 'keeps', 'taking', 'beatingxa0', 'right', 'knowxa0', 'listen', 'elders']","['betti', 'white', 'said', 'ball', 'weakxa0', 'vagina', 'make', 'strong', 'keep', 'take', 'beatingxa0', 'right', 'knowxa0', 'listen', 'elder']","['betti', 'white', 'said', 'ball', 'weakxa0', 'vagina', 'make', 'strong', 'keep', 'take', 'beatingxa0', 'right', 'knowxa0', 'listen', 'elder']"
1767,0,20120611210117Z,gd you rally are an idiotxa0 the article talks of deportationxa0 and youre talking about lynchingxa0 what next annaxa0 is your little mind going to start imagining concentration camps in the negevxa0 with mass gas chambers  cremetoriumsxa0 how many subsaharan refugees has your country welcomed,"['gd', 'rally', 'idiotxa0', 'article', 'talks', 'deportationxa0', 'youre', 'talking', 'lynchingxa0', 'next', 'annaxa0', 'little', 'mind', 'going', 'start', 'imagining', 'concentration', 'camps', 'negevxa0', 'mass', 'gas', 'chambers', 'cremetoriumsxa0', 'many', 'subsaharan', 'refugees', 'country', 'welcomed']","['gd', 'ralli', 'idiotxa0', 'articl', 'talk', 'deportationxa0', 'your', 'talk', 'lynchingxa0', 'next', 'annaxa0', 'littl', 'mind', 'go', 'start', 'imagin', 'concentr', 'camp', 'negevxa0', 'mass', 'gas', 'chamber', 'cremetoriumsxa0', 'mani', 'subsaharan', 'refuge', 'countri', 'welcom']","['gd', 'ralli', 'idiotxa0', 'articl', 'talk', 'deportationxa0', 'your', 'talk', 'lynchingxa0', 'next', 'annaxa0', 'littl', 'mind', 'go', 'start', 'imagin', 'concentr', 'camp', 'negevxa0', 'mass', 'gas', 'chamber', 'cremetoriumsxa0', 'mani', 'subsaharan', 'refuge', 'countri', 'welcom']"
1768,0,20120528185148Z,not the hurricane though you can keep that lol,"['hurricane', 'though', 'keep', 'lol']","['hurrican', 'though', 'keep', 'lol']","['hurrican', 'though', 'keep', 'lol']"
1769,0,20120529160237Z,it would fuck itself so hard,"['would', 'fuck', 'hard']","['would', 'fuck', 'hard']","['would', 'fuck', 'hard']"
1770,0,20120612141148Z,dude you are arguing with a birther,"['dude', 'arguing', 'birther']","['dude', 'argu', 'birther']","['dude', 'argu', 'birther']"
1771,0,20120502174256Z,actually the us needs to walk its own talk  we preach to others about human rights but its the us killing people and its own citizens with drones on presidential sayso  have you been living under a rock for thepast decade  our consitution bill of rights is being shredded  the us is trying to suck uzbekistani balls for the energy game and to establish us forces in the region to containchinese influence in their own backyard  the usbek govt makes china look like a bunch of liberals,"['actually', 'us', 'needs', 'walk', 'talk', 'preach', 'others', 'human', 'rights', 'us', 'killing', 'people', 'citizens', 'drones', 'presidential', 'sayso', 'living', 'rock', 'thepast', 'decade', 'consitution', 'bill', 'rights', 'shredded', 'us', 'trying', 'suck', 'uzbekistani', 'balls', 'energy', 'game', 'establish', 'us', 'forces', 'region', 'containchinese', 'influence', 'backyard', 'usbek', 'govt', 'makes', 'china', 'look', 'like', 'bunch', 'liberals']","['actual', 'us', 'need', 'walk', 'talk', 'preach', 'other', 'human', 'right', 'us', 'kill', 'peopl', 'citizen', 'drone', 'presidenti', 'sayso', 'live', 'rock', 'thepast', 'decad', 'consitut', 'bill', 'right', 'shred', 'us', 'tri', 'suck', 'uzbekistani', 'ball', 'energi', 'game', 'establish', 'us', 'forc', 'region', 'containchines', 'influenc', 'backyard', 'usbek', 'govt', 'make', 'china', 'look', 'like', 'bunch', 'liber']","['actual', 'us', 'need', 'walk', 'talk', 'preach', 'other', 'human', 'right', 'us', 'kill', 'peopl', 'citizen', 'drone', 'presidenti', 'sayso', 'live', 'rock', 'thepast', 'decad', 'consitut', 'bill', 'right', 'shred', 'us', 'tri', 'suck', 'uzbekistani', 'ball', 'energi', 'game', 'establish', 'us', 'forc', 'region', 'containchines', 'influenc', 'backyard', 'usbek', 'govt', 'make', 'china', 'look', 'like', 'bunch', 'liber']"
1772,0,20120619133632Z,okay you blew itnow he knows we knowxa0 bummer wont like youand we all pray to bummmerwell if you stand on the left you doummmmmwatch the trolls go nuts nowlmao,"['okay', 'blew', 'itnow', 'knows', 'knowxa0', 'bummer', 'wont', 'like', 'youand', 'pray', 'bummmerwell', 'stand', 'left', 'doummmmmwatch', 'trolls', 'go', 'nuts', 'nowlmao']","['okay', 'blew', 'itnow', 'know', 'knowxa0', 'bummer', 'wont', 'like', 'youand', 'pray', 'bummmerwel', 'stand', 'left', 'doummmmmwatch', 'troll', 'go', 'nut', 'nowlmao']","['okay', 'blew', 'itnow', 'know', 'knowxa0', 'bummer', 'wont', 'like', 'youand', 'pray', 'bummmerwel', 'stand', 'left', 'doummmmmwatch', 'troll', 'go', 'nut', 'nowlmao']"
1773,0,20120528234455Z,i was messing with that girl and you guys all stepped up like its your business lol get a life peopleits a forumnot real life,"['messing', 'girl', 'guys', 'stepped', 'like', 'business', 'lol', 'get', 'life', 'peopleits', 'forumnot', 'real', 'life']","['mess', 'girl', 'guy', 'step', 'like', 'busi', 'lol', 'get', 'life', 'peopleit', 'forumnot', 'real', 'life']","['mess', 'girl', 'guy', 'step', 'like', 'busi', 'lol', 'get', 'life', 'peopleit', 'forumnot', 'real', 'life']"
1774,0,20120515052950Z,as a woman whats it like to be as a woman or a french or greek woman or whatever you are what nonsense meanwhile the muslims rape your continent,"['woman', 'whats', 'like', 'woman', 'french', 'greek', 'woman', 'whatever', 'nonsense', 'meanwhile', 'muslims', 'rape', 'continent']","['woman', 'what', 'like', 'woman', 'french', 'greek', 'woman', 'whatev', 'nonsens', 'meanwhil', 'muslim', 'rape', 'contin']","['woman', 'what', 'like', 'woman', 'french', 'greek', 'woman', 'whatev', 'nonsens', 'meanwhil', 'muslim', 'rape', 'contin']"
1775,0,20120619042543Z,i love you not even kidding you just made my life whole again you are a rock star,"['love', 'even', 'kidding', 'made', 'life', 'whole', 'rock', 'star']","['love', 'even', 'kid', 'made', 'life', 'whole', 'rock', 'star']","['love', 'even', 'kid', 'made', 'life', 'whole', 'rock', 'star']"
1776,0,20120515054654Z,amanda wish you lived closer im sure your moms are way better  ,"['amanda', 'wish', 'lived', 'closer', 'im', 'sure', 'moms', 'way', 'better']","['amanda', 'wish', 'live', 'closer', 'im', 'sure', 'mom', 'way', 'better']","['amanda', 'wish', 'live', 'closer', 'im', 'sure', 'mom', 'way', 'better']"
1777,0,,everything in your post that i am replying to has nothing to do with what is taking placewe have a president who is wiping away all state rights in an effort to control everything via the whitehouseusa does mean the united states of america after allnthe guy is desperately attempting to even have americans suck it up and betray their core religious beliefs because it wont jib with his centralized government ideologyni suggest you get over it sir what he is doing is not american in any way shape or formnand i dont remember complaining about taxing i have been complaining about the spendingyour trying to put the cart before the horse not going to fly sir,"['everything', 'post', 'replying', 'nothing', 'taking', 'placewe', 'president', 'wiping', 'away', 'state', 'rights', 'effort', 'control', 'everything', 'via', 'whitehouseusa', 'mean', 'united', 'states', 'america', 'allnthe', 'guy', 'desperately', 'attempting', 'even', 'americans', 'suck', 'betray', 'core', 'religious', 'beliefs', 'wont', 'jib', 'centralized', 'government', 'ideologyni', 'suggest', 'get', 'sir', 'american', 'way', 'shape', 'formnand', 'dont', 'remember', 'complaining', 'taxing', 'complaining', 'spendingyour', 'trying', 'put', 'cart', 'horse', 'going', 'fly', 'sir']","['everyth', 'post', 'repli', 'noth', 'take', 'placew', 'presid', 'wipe', 'away', 'state', 'right', 'effort', 'control', 'everyth', 'via', 'whitehouseusa', 'mean', 'unit', 'state', 'america', 'allnth', 'guy', 'desper', 'attempt', 'even', 'american', 'suck', 'betray', 'core', 'religi', 'belief', 'wont', 'jib', 'central', 'govern', 'ideologyni', 'suggest', 'get', 'sir', 'american', 'way', 'shape', 'formnand', 'dont', 'rememb', 'complain', 'tax', 'complain', 'spendingyour', 'tri', 'put', 'cart', 'hors', 'go', 'fli', 'sir']","['everyth', 'post', 'repli', 'noth', 'take', 'placew', 'presid', 'wipe', 'away', 'state', 'right', 'effort', 'control', 'everyth', 'via', 'whitehouseusa', 'mean', 'unit', 'state', 'america', 'allnth', 'guy', 'desper', 'attempt', 'even', 'american', 'suck', 'betray', 'core', 'religi', 'belief', 'wont', 'jib', 'central', 'govern', 'ideologyni', 'suggest', 'get', 'sir', 'american', 'way', 'shape', 'formnand', 'dont', 'rememb', 'complain', 'tax', 'complain', 'spendingyour', 'tri', 'put', 'cart', 'hors', 'go', 'fli', 'sir']"
1778,0,20120620154955Z,republicans are disrespectful and really dont care about the american peoplethis has nothing to do with ff  they really just want to make the president look bad  their are real issues out that to focus on,"['republicans', 'disrespectful', 'really', 'dont', 'care', 'american', 'peoplethis', 'nothing', 'ff', 'really', 'want', 'make', 'president', 'look', 'bad', 'real', 'issues', 'focus']","['republican', 'disrespect', 'realli', 'dont', 'care', 'american', 'peoplethi', 'noth', 'ff', 'realli', 'want', 'make', 'presid', 'look', 'bad', 'real', 'issu', 'focus']","['republican', 'disrespect', 'realli', 'dont', 'care', 'american', 'peoplethi', 'noth', 'ff', 'realli', 'want', 'make', 'presid', 'look', 'bad', 'real', 'issu', 'focus']"
1779,0,,hey media matters spin this the democrats under dear leader harr reid havent passed a budget in 1022 days exactly  the clueless white house budget director tried rather pathetically i might addxc2xa0to blame it on the republicans hexc2xa0says its because they need a 60 vote super majorityxc2xa0which they dontthey just need a simple majoritywhich thexc2xa0do nothing democrat congress has had for the last 1022 days so what is the excuse because they dont want to have to force their vulnerable members seeking reelection to have to vote on a budget that should offend hard working taxpayers and if they dont have a budget printed out then its easier to blow that budget out of the water without taking the heat they deserve its time the people that owned the white house  the senate and the house for the first 2 whole years of this idiots administration to own up to the mess they created or savedxc2xa0xc2xa0,"['hey', 'media', 'matters', 'spin', 'democrats', 'dear', 'leader', 'harr', 'reid', 'havent', 'passed', 'budget', '1022', 'days', 'exactly', 'clueless', 'white', 'house', 'budget', 'director', 'tried', 'rather', 'pathetically', 'might', 'addxc2xa0to', 'blame', 'republicans', 'hexc2xa0says', 'need', '60', 'vote', 'super', 'majorityxc2xa0which', 'dontthey', 'need', 'simple', 'majoritywhich', 'thexc2xa0do', 'nothing', 'democrat', 'congress', 'last', '1022', 'days', 'excuse', 'dont', 'want', 'force', 'vulnerable', 'members', 'seeking', 'reelection', 'vote', 'budget', 'offend', 'hard', 'working', 'taxpayers', 'dont', 'budget', 'printed', 'easier', 'blow', 'budget', 'water', 'without', 'taking', 'heat', 'deserve', 'time', 'people', 'owned', 'white', 'house', 'senate', 'house', 'first', '2', 'whole', 'years', 'idiots', 'administration', 'mess', 'created', 'savedxc2xa0xc2xa0']","['hey', 'media', 'matter', 'spin', 'democrat', 'dear', 'leader', 'harr', 'reid', 'havent', 'pass', 'budget', '1022', 'day', 'exact', 'clueless', 'white', 'hous', 'budget', 'director', 'tri', 'rather', 'pathet', 'might', 'addxc2xa0to', 'blame', 'republican', 'hexc2xa0say', 'need', '60', 'vote', 'super', 'majorityxc2xa0which', 'dontthey', 'need', 'simpl', 'majoritywhich', 'thexc2xa0do', 'noth', 'democrat', 'congress', 'last', '1022', 'day', 'excus', 'dont', 'want', 'forc', 'vulner', 'member', 'seek', 'reelect', 'vote', 'budget', 'offend', 'hard', 'work', 'taxpay', 'dont', 'budget', 'print', 'easier', 'blow', 'budget', 'water', 'without', 'take', 'heat', 'deserv', 'time', 'peopl', 'own', 'white', 'hous', 'senat', 'hous', 'first', '2', 'whole', 'year', 'idiot', 'administr', 'mess', 'creat', 'savedxc2xa0xc2xa0']","['hey', 'media', 'matter', 'spin', 'democrat', 'dear', 'leader', 'harr', 'reid', 'havent', 'pass', 'budget', '1022', 'day', 'exact', 'clueless', 'white', 'hous', 'budget', 'director', 'tri', 'rather', 'pathet', 'might', 'addxc2xa0to', 'blame', 'republican', 'hexc2xa0say', 'need', '60', 'vote', 'super', 'majorityxc2xa0which', 'dontthey', 'need', 'simpl', 'majoritywhich', 'thexc2xa0do', 'noth', 'democrat', 'congress', 'last', '1022', 'day', 'excus', 'dont', 'want', 'forc', 'vulner', 'member', 'seek', 'reelect', 'vote', 'budget', 'offend', 'hard', 'work', 'taxpay', 'dont', 'budget', 'print', 'easier', 'blow', 'budget', 'water', 'without', 'take', 'heat', 'deserv', 'time', 'peopl', 'own', 'white', 'hous', 'senat', 'hous', 'first', '2', 'whole', 'year', 'idiot', 'administr', 'mess', 'creat', 'savedxc2xa0xc2xa0']"
1780,0,,okay booby i dont let my kids watch fox cartoons or shows after 7 pm because they sell and push sexual promiscuity no family valuesnnim merely pointing out all the assclowns who are being duped by this international media giant that has an agenda there is nothing fair and balanced about fox and they are definitely not promoting family values nnbut they are very good at packaging it so morons believe they arennso by all means continue to be programmed and watch your fox news ,"['okay', 'booby', 'dont', 'let', 'kids', 'watch', 'fox', 'cartoons', 'shows', '7', 'pm', 'sell', 'push', 'sexual', 'promiscuity', 'family', 'valuesnnim', 'merely', 'pointing', 'assclowns', 'duped', 'international', 'media', 'giant', 'agenda', 'nothing', 'fair', 'balanced', 'fox', 'definitely', 'promoting', 'family', 'values', 'nnbut', 'good', 'packaging', 'morons', 'believe', 'arennso', 'means', 'continue', 'programmed', 'watch', 'fox', 'news']","['okay', 'boobi', 'dont', 'let', 'kid', 'watch', 'fox', 'cartoon', 'show', '7', 'pm', 'sell', 'push', 'sexual', 'promiscu', 'famili', 'valuesnnim', 'mere', 'point', 'assclown', 'dupe', 'intern', 'media', 'giant', 'agenda', 'noth', 'fair', 'balanc', 'fox', 'definit', 'promot', 'famili', 'valu', 'nnbut', 'good', 'packag', 'moron', 'believ', 'arennso', 'mean', 'continu', 'program', 'watch', 'fox', 'news']","['okay', 'boobi', 'dont', 'let', 'kid', 'watch', 'fox', 'cartoon', 'show', '7', 'pm', 'sell', 'push', 'sexual', 'promiscu', 'famili', 'valuesnnim', 'mere', 'point', 'assclown', 'dupe', 'intern', 'media', 'giant', 'agenda', 'noth', 'fair', 'balanc', 'fox', 'definit', 'promot', 'famili', 'valu', 'nnbut', 'good', 'packag', 'moron', 'believ', 'arennso', 'mean', 'continu', 'program', 'watch', 'fox', 'news']"
